"","taxon_oid","NCBI.Assembly.Accession","Species","Biotic.Relationships","Habitat","Isolation","Phenotype","Relevance","Host.Name","Diseases","Ecosystem","Ecosystem.Category","Ecosystem.Subtype","Ecosystem.Type","Specific.Ecosystem"
"904",8086947143,"GCA_030209165.1","Pseudomonas sp. fls2-241-R2A-110",NA,NA,"root/leaf",NA,NA,"Arabidopsis thaliana",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"905",8035422605,"GCA_002835905.1","Pseudomonas monteilii",NA,NA,NA,NA,NA,"shrimp",NA,"Host-associated","Arthropoda: Crustaceans","Unclassified","Unclassified","Unclassified"
"906",8044318968,"GCA_003699565.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"907",8055151307,"GCA_023241665.1","Pseudomonas morbosilactucae",NA,NA,NA,NA,"Agricultural","lettuce",NA,NA,NA,NA,NA,NA
"908",2791355618,"GCA_002882855.1","Pseudomonas sp. GW704-F3",NA,NA,"Groundwater from well: GW704",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"909",2775507210,"GCA_002753995.1","Pseudomonas sp. HLS-6",NA,NA,"water",NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"910",2886011095,"GCA_002843095.1","Pseudomonas sp. YY-1",NA,NA,"laboratory-scale aerobic denitrification reactor",NA,NA,NA,NA,"Engineered","Bioreactor","Unclassified","Unclassified","Unclassified"
"911",2645728011,"GCA_001017815.1","Pseudomonas brassicacearum",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"912",2842854478,NA,"unclassified",NA,NA,"Plant root",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"913",2556921653,"GCA_000621225.1","Pseudomonas mosselii",NA,"Human trachea","Tracheal aspirate, 1990",NA,"GEBA-KMG, Tree of Life","Homo sapiens",NA,"Host-associated","Mammals: Human","Trachea","Respiratory system","Unclassified"
"914",2997890428,"GCA_005877905.1","Pseudomonas nicosulfuronedens",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"915",8071176039,"GCA_017923275.1","Pseudomonas protegens",NA,NA,NA,NA,"Agricultural","Lithobius_myriapod",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"916",3007528711,"GCA_012974785.1","Pseudomonas fluorescens",NA,NA,"soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"917",2938977233,"GCA_003429185.1","Pseudomonas aeruginosa",NA,NA,"blood",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Blood","Circulatory system","Unclassified"
"918",2648501359,"GCA_001293845.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"919",2931108034,"GCA_029505395.1","Pseudomonas vranovensis",NA,NA,"soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"920",2913608834,NA,"Pseudomonas sp. PvP088",NA,NA,"Switchgrass leaf surface",NA,NA,"Panicum virgatum",NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"921",2826325882,"GCA_002006545.1","Pseudomonas protegens",NA,NA,"Rape rhizosphere soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"922",2615840571,"GCA_001414155.1","Pseudomonas aeruginosa",NA,NA,"CF sputum adult patient",NA,NA,NA,NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"923",2562617104,"GCA_000215795","Pseudomonas aeruginosa","Free living","Host, Wastewater","clinical isolate from the sputum of two patients with pneumonia",NA,"Bioremediation, Environmental, Human Pathogen, Opportunistic Pathogen","Homo sapiens","None","Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"924",2523231083,"GCA_000483105.1","Pseudomonas sp. URIL14HWK12:I4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925",2648501402,"GCA_001293855.1","Pseudomonas syringae group genomosp. 3",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"926",2791355574,"GCA_002883915.1","Pseudomonas sp. FW104-R4",NA,NA,"Groundwater from well: FW104",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"927",3007279860,"GCA_001183585.1","Pseudomonas putida",NA,NA,"sewage",NA,NA,NA,NA,"Environmental","Unclassified","Unclassified","Unclassified","Unclassified"
"928",3007412950,"GCA_904067045.1","Pseudomonas sp. FEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929",2639763083,"GCA_001020785.1","Pseudomonas lundensis",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"930",2880183892,"GCA_004000515.1","Pseudomonas poae",NA,NA,"contaminated transfused red blood cell unit",NA,"Medical",NA,NA,"Host-associated","Mammals","Blood","Circulatory system","Unclassified"
"931",2842826826,NA,"unclassified",NA,NA,"Plant root",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"932",2935343106,NA,"Pseudomonas vancouverensis",NA,NA,"Soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"933",2826359771,"GCA_900184295.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",2617271065,"GCA_000737235.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"935",645951814,"GCA_000159835","Pseudomonas amygdali","Free living","Plants",NA,"Pathogen","Agricultural, Plant Pathogen",NA,"Plant rot",NA,NA,NA,NA,NA
"936",2509276053,"GCA_000452525","Pseudomonas syringae","Free living","Fresh water","Stream",NA,"Agricultural",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"937",2795385509,"GCA_002883845.1","Pseudomonas sp. FW306-02-H05-AB",NA,NA,"Groundwater from well: FW306",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"938",8035410887,"GCA_002177125.1","Pseudomonas koreensis",NA,NA,"Lake soil",NA,"Agricultural",NA,NA,"Environmental","Aquatic","Lake","Freshwater","Unclassified"
"939",2881818675,"GCA_002113485.1","Pseudomonas sp. R19(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"940",2648501721,"GCA_001497595.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"941",2885905433,"GCA_002112705.1","Pseudomonas sp. R12(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"942",2917137258,"GCA_001730605.1","Pseudomonas poae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"943",8061674181,"GCA_900598895.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944",2980595064,"GCA_003851645.1","Pseudomonas orientalis",NA,NA,"wheat rhizosphere",NA,"Agricultural","Triticum sp.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"945",2740892503,"GCA_001630695.1","Pseudomonas chlororaphis",NA,NA,"roots",NA,"Agricultural",NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"946",8077226032,"GCA_022952855.1","Pseudomonas sp. RGM2987",NA,NA,"rhizosphere",NA,"Agricultural",NA,NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"947",2667527901,"GCA_000412515.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"948",2681813056,"GCA_001476415.1","Pseudomonas psychrotolerans",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"949",2599185316,"GCA_900114295.1","Pseudomonas sp. NFACC52",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"950",8046952167,"GCA_029215585.1","Pseudomonas kermanshahensis",NA,"Soil","soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"951",2563366522,NA,"Pseudomonas mediterranea","Free living",NA,"Cultivation field",NA,NA,"Canary Island",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"952",2744054676,"GCA_001623985.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",2684622759,"GCA_001374935.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954",2531839176,"GCA_000263855.1","Pseudomonas sp. M47T1",NA,"Host",NA,NA,"Environmental","Bursaphelenchus xylophilus",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"955",2744054818,"GCA_001641345.1","Pseudomonas brenneri",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"956",8052446624,"GCA_900588175.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",2579778950,"GCA_000481425.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"958",8044055473,"GCA_003416075.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"959",8052441015,"GCA_900587795.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960",2920935178,"GCA_001806125.1","Pseudomonas lundensis",NA,NA,"Cystic Fibrosis sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"961",2969298995,"GCA_012935735.1","Pseudomonas sp. ADAK21",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"962",2713897217,"GCA_001269475.1","Pseudomonas protegens",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"963",2693429537,"GCA_001180365.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964",2545824744,"GCA_000407905.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"965",2675903567,"GCA_000705215.1","Pseudomonas aeruginosa",NA,NA,"cystic fibrosis patient",NA,"Medical",NA,NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"966",8035073335,"GCA_001730645.1","Pseudomonas salomonii",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"967",2728369569,"GCA_001567565.1","Pseudomonas composti",NA,NA,"surface soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Garden","Soil","Unclassified"
"968",8035285267,"GCA_003700515.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"969",2888821323,"GCA_004000495.1","Pseudomonas aeruginosa",NA,NA,"burn wound",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"970",2791355533,"GCA_002883655.1","Pseudomonas sp. FW306-02-F02-AB",NA,NA,"Groundwater from well: FW306",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"971",2731957998,"GCA_001375355.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972",2990183131,"GCA_014647635.1","Pseudomonas matsuisoli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973",2654587699,"GCA_000813565.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"974",2675903282,"GCA_001294675.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"975",2619619278,"GCA_000760495","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"976",2585427848,"GCA_000708695","Pseudomonas fluorescens",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"977",2648501394,"GCA_000756575.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"978",2731958036,"GCA_001375255.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979",2548876817,"GCA_000250595.1","Pseudomonas fragi",NA,NA,NA,NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"980",2888767948,"GCA_900636975.1","Pseudomonas aeruginosa",NA,NA,"urine",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Urine","Urinary system","Unclassified"
"981",2518285516,NA,"Pseudomonas synxantha","Symbiotic","Endophyte","Bud tissue of Pinus sylvestis",NA,"Environmental","Pinus sylvestis",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"982",2671180836,"GCA_001293665.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"983",2974298342,"GCA_031453455.1","Pseudomonas sp. SORGH_AS_0211",NA,NA,"Sorghum aerial root mucilage",NA,NA,"Sorghum bicolor",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"984",8061635211,"GCA_900601585.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985",8061769619,"GCA_900583725.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986",2512564081,NA,"Pseudomonas cannabina","Symbiotic","Plants","Cultivation field",NA,"Plant Pathogen","Eruca vesicaria subsp. Sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"987",2579779087,"GCA_000481305.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"988",8052435502,"GCA_900584765.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989",8019204246,"GCA_023066845.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"990",2889200843,NA,"Pseudomonas sp. M5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",2663762780,"GCA_900101755.1","Pseudomonas alcaliphila",NA,"Marine","seawater obtained off the coast of Rumoi, Hokkaido, Japan",NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Marine","Unclassified"
"992",2962415168,"GCA_003952285.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"993",8044740946,"GCA_003700715.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"994",8044384437,"GCA_003701695.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Prunus yedoensis",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"996",2574179792,"GCA_000744215.1","Pseudomonas sp. Eur1 9.41",NA,NA,"permafrost table, Eureka, Ellesmere Island, Nunavut, Canada",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Permafrost"
"997",2571042514,"GCA_000480845.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"998",2508501062,"GCA_000145885.1","Pseudomonas amygdali","Free living","Plants",NA,"Pathogen","Agricultural, Plant Pathogen",NA,"Plant rot",NA,NA,NA,NA,NA
"999",2579778823,"GCA_000481605.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1000",8080279160,"GCA_006439035.1","Pseudomonas caspiana",NA,NA,"Ice-wedge polygon",NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1001",2897185216,"GCA_003957825.1","Pseudomonas aeruginosa",NA,NA,"bronchoalveolar lavage",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1002",2767802269,"GCA_900004785.1","Pseudomonas sp. 28 E 9",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1003",2885955511,"GCA_002113285.1","Pseudomonas sp. B11(2017)",NA,NA,"bulk soil from sugarcane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"1004",3007803356,"GCA_013179515.1","Pseudomonas sp. CM27",NA,NA,"root",NA,"Agricultural","Crithmum maritimum",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1005",2571042232,"GCA_000507325.1","Pseudomonas putida",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1006",2508501006,NA,"Pseudomonas sp. PK","Free living","Fresh water, Soil","Thompson Woods, Carbondale, IL",NA,"Bioremediation",NA,"None","Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1007",3007315729,"GCA_001839655.2","Pseudomonas argentinensis",NA,NA,"Roots of a desert plant (Indigofera sp.)",NA,"Agricultural",NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1008",2791355631,"GCA_002881645.1","Pseudomonas sp. GP01-A9",NA,NA,"Groundwater from well: GP01",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1009",2548876714,"GCA_000285395.1","Pseudomonas putida",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1010",8078989883,"GCA_024655605.1","Pseudomonas sp. 32.2.56",NA,NA,"skin mucus",NA,"Model Organism","Danio rerio",NA,NA,NA,NA,NA,NA
"1011",2617271249,"GCA_000763245","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1012",8044938143,"GCA_900581205.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013",2986553348,"GCA_013388395.1","Pseudomonas sp. LPB0260",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1014",2599185325,"GCA_900100025.1","Pseudomonas sp. NFACC56-3",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1015",2523533564,"GCA_000331385.1","Pseudomonas syringae","Symbiotic","Host, Plants","Wheat Leaf (Triticum aestivum)",NA,"Agricultural","Triticum aestivum","Speck disease","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1016",2585427615,"GCA_000714515.1","Pseudomonas aeruginosa",NA,"Aquatic","Water","Opportunistic Pathogen","Environmental, Medical",NA,"Opportunistic infection","Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"1017",2681813165,"GCA_000505885.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1018",2574180328,"GCA_000480825.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1019",2988751709,"GCA_003852335.1","Pseudomonas sp. R2-60-08W",NA,NA,"wheat rhizosphere",NA,"Agricultural","Triticum sp.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1020",2864944480,NA,"Pseudomonas fluvialis",NA,NA,"H. comalensis gut",NA,NA,"Heterelmis comalensis",NA,"Host-associated","Arthropoda: Insects","Hindgut","Digestive system","Fecal"
"1021",8045067033,"GCA_001401165.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution","Ulmus sp.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1022",2507262023,NA,"Pseudomonas aeruginosa",NA,"Host","clinical isolate",NA,"Human Pathogen","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Respiratory system","Unclassified"
"1023",8052323790,"GCA_900588315.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",2767802280,"GCA_001695625.1","Pseudomonas defluvii",NA,NA,"sewage",NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Unclassified","Unclassified"
"1025",2565956771,"GCA_000511155","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"1026",2738541265,NA,"Pseudomonas sp. GV077",NA,NA,"Populus root",NA,NA,"Populus",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1027",2585428046,"GCA_000799625.1","Pseudomonas putida",NA,NA,"Populus stem endosphere",NA,NA,NA,NA,"Host-associated","Plants","Stem","Phyllosphere","Unclassified"
"1028",8035534693,"GCA_001906625.1","Pseudomonas protegens",NA,NA,"leaf",NA,"Environmental","Piper auritum",NA,"Host-associated","Plants","Leaf","Phyllosphere","Unclassified"
"1029",2596583557,"GCA_900101515.1","Pseudomonas flexibilis",NA,NA,"CGMCC 1.1365",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030",3007564484,"GCA_016650815.1","Pseudomonas sp. TH31",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1031",2791355619,"GCA_002882315.1","Pseudomonas sp. GW460-8",NA,NA,"Groundwater from well: GW460",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1032",8071039859,"GCA_021602365.1","Pseudomonas tohonis",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1033",2645727763,"GCA_001293935.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1034",2935247710,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Sand","Soil","Unclassified"
"1035",8052222075,"GCA_024296925.1","Pseudomonas nunensis",NA,NA,"agricultural soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Agricultural field","Unclassified"
